acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_title,artist_name
0.603,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,0.609,228707,0.445,0.00000677,7,0.104,-9.129,1,0.106,118.393,3,0.176,I Got The Keys,DJ Khaled Featuring Jay Z & Future
0.0447,https://api.spotify.com/v1/audio-analysis/4MofYf0f4ijlVV6elUW5S3,0.78,180706,0.784,0,1,0.122,-5.039,1,0.186,85.023,4,0.438,Untouchable,YoungBoy Never Broke Again
0.581,https://api.spotify.com/v1/audio-analysis/0FE9t6xYkqWXU2ahLh6D8X,0.825,233713,0.652,0,1,0.0931,-3.183,0,0.0802,95.977,4,0.933,Shape Of You,Ed Sheeran
0.0189,https://api.spotify.com/v1/audio-analysis/4vb4mFvYsr2h6enhjJsq9Y,0.596,240427,0.838,0.0000154,5,0.108,-6.52,0,0.0704,94.982,4,0.479,Water Under The Bridge,Adele
0.711,https://api.spotify.com/v1/audio-analysis/5dTJMpqiELczVuHJP3OAEu,0.69,232600,0.407,0,9,0.126,-7.739,1,0.0297,111.916,4,0.178,This Town,Niall Horan
0.0969,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,0.774,211475,0.626,0.0000312,3,0.0848,-4.432,0,0.0432,100.041,4,0.758,Attention,Charlie Puth
0.0734,https://api.spotify.com/v1/audio-analysis/3y9cCbnBn0zjkJa2YkOj70,0.803,254080,0.585,0.0000287,0,0.201,-5.39,1,0.087,146.02,4,0.236,Black Barbies,Nicki Minaj X Mike WiLL Made-It
0.105,https://api.spotify.com/v1/audio-analysis/7i2DJ88J7jQ8K7zqFX2fW8,0.658,214802,0.588,0.00000128,6,0.125,-4.902,0,0.0367,110.075,4,0.452,Now Or Never,Halsey
0.14,https://api.spotify.com/v1/audio-analysis/63OQWdXMq0Pe6pRpWY5gO0,0.691,181200,0.624,0,7,0.168,-5.874,1,0.027,101.988,4,0.664,Star Of The Show,Thomas Rhett
0.378,https://api.spotify.com/v1/audio-analysis/2EEeOnHehOozLq4aS0n6SL,0.746,253107,0.653,0,7,0.229,-6.745,1,0.289,75.016,4,0.663,iSpy,KYLE Featuring Lil Yachty
0.0515,https://api.spotify.com/v1/audio-analysis/7sLDnUauivS2vN6Z9EfUJT,0.63,282667,0.628,0,2,0.091,-4.016,1,0.327,121.307,5,0.265,1942 Flows,Meek Mill
0.0679,https://api.spotify.com/v1/audio-analysis/5bNrUcuk5gjy6Ko2dbfWhZ,0.645,217212,0.626,0.0000064,9,0.32,-7.739,1,0.0356,141.96,4,0.203,Today,Brad Paisley
0.187,https://api.spotify.com/v1/audio-analysis/40WxFAbt8UEK7jKLmIxRNY,0.92,255483,0.53,0,4,0.103,-7.399,0,0.341,123.968,4,0.369,Offended,Meek Mill Featuring Young Thug & 21 Savage
0.013,https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l,0.551,240760,0.801,0.00000603,6,0.265,-5.069,1,0.0303,128.027,4,0.626,When It Rains It Pours,Luke Combs
0.355,https://api.spotify.com/v1/audio-analysis/6ZtipANxGIpRxPvm1DrFsH,0.463,162480,0.499,0,8,0.0796,-7.435,0,0.338,100.823,4,0.604,Rock On,Tucker Beathard
0.148,https://api.spotify.com/v1/audio-analysis/4iYRa2btalAzPZoSYfROqF,0.65,254200,0.618,0.00000169,8,0.11,-6.975,1,0.357,129.989,4,0.295,XXX.,Kendrick Lamar Featuring U2
0.0598,https://api.spotify.com/v1/audio-analysis/4WdopfTdSd0nCLropjhsgH,0.517,176933,0.93,0,6,0.35,-3.902,0,0.216,170.068,4,0.689,The Difference,Meek Mill Featuring Quavo
0.103,https://api.spotify.com/v1/audio-analysis/537mRuCCiKQNFlN1vdSl1k,0.488,252218,0.857,0,6,0.447,-5.876,0,0.343,155.812,4,0.584,It's Goin' Down,Descendants 2 Cast
0.282,https://api.spotify.com/v1/audio-analysis/3BgvCj5oUc8jpL8YCB9y8S,0.463,221596,0.388,0.00000254,7,0.0866,-9.367,1,0.0437,77.415,5,0.166,Pray,Sam Smith
0.111,https://api.spotify.com/v1/audio-analysis/1W7zkKgRv9mrLbfdQ8XyH3,0.439,177029,0.447,0,10,0.303,-8.318,0,0.0436,121.48,4,0.111,Gangsta,Kehlani
0.0665,https://api.spotify.com/v1/audio-analysis/7zgqtptZvhf8GEmdsM2vp2,0.615,208198,0.779,0,2,0.155,-6.454,1,0.135,160,4,0.453,...Ready For It?,Taylor Swift
0.179,https://api.spotify.com/v1/audio-analysis/3T6MAweakkNrMYs8jZIWtg,0.579,207187,0.573,0,1,0.083,-5.991,1,0.0292,76.02,4,0.629,Like I Loved You,Brett Young
0.171,https://api.spotify.com/v1/audio-analysis/6rcKz2VYbcaHJ0qSXucR56,0.891,297377,0.399,0,1,0.105,-7.282,1,0.188,130.025,4,0.159,Too Hotty,"Quality Control Featuring Quavo, Takeoff & Offset"
0.0905,https://api.spotify.com/v1/audio-analysis/12GEpg2XOPyqk03JZEZnJs,0.648,220781,0.532,0,0,0.0831,-6.597,1,0.0746,99.983,4,0.497,It Ain't Me,Kygo x Selena Gomez
0.017,https://api.spotify.com/v1/audio-analysis/2PC9Tl8SWVO2yhDDtJcrAi,0.627,247427,0.717,0,8,0.261,-5.751,0,0.0376,105.05,4,0.569,Setting Fires,The Chainsmokers Featuring XYLO
0.0896,https://api.spotify.com/v1/audio-analysis/7y6c07pgjZvtHI9kuMVqk1,0.78,250337,0.729,0.422,5,0.104,-9.138,0,0.0493,123.009,4,0.833,Get It Together,Drake Featuring Jorja Smith & Black Coffee
0.0102,https://api.spotify.com/v1/audio-analysis/7xHWNBFm6ObGEQPaUxHuKO,0.668,210227,0.725,0.000479,1,0.0561,-6.127,1,0.266,191.944,4,0.719,The Greatest,Sia Featuring Kendrick Lamar
0.355,https://api.spotify.com/v1/audio-analysis/4EDijkJdHBZZ0GwJ12iTAj,0.637,111640,0.477,0.0682,5,0.0981,-12.733,0,0.117,90.018,4,0.461,Stargirl Interlude,The Weeknd Featuring Lana Del Rey
0.0512,https://api.spotify.com/v1/audio-analysis/1NtIMM4N0cFa1dNzN15chl,0.772,204347,0.78,0,10,0.119,-4.288,0,0.108,124.988,4,0.701,Believer,Imagine Dragons
0.133,https://api.spotify.com/v1/audio-analysis/15EPc80XuFrb2LmOzGjuRg,0.728,176702,0.607,0,1,0.0864,-8.417,0,0.132,129.938,4,0.454,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy
0.278,https://api.spotify.com/v1/audio-analysis/6U4VqEHy4n5VeiH4pQPL24,0.782,163893,0.751,0,5,0.0367,-7.023,1,0.28,135.277,4,0.671,You're Welcome,Dwayne Johnson
0.00434,https://api.spotify.com/v1/audio-analysis/0WyFpxYlBCgH1gMXd26OOr,0.555,177067,0.896,0,0,0.145,-3.295,1,0.0388,114.995,4,0.558,Flatliner,Cole Swindell
0.226,https://api.spotify.com/v1/audio-analysis/6Dwtha2FtZFoMEBh5GR2sq,0.827,191720,0.702,0.0000504,6,0.158,-7.264,1,0.267,130.02,4,0.672,CRZY,Kehlani
0.0969,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,0.774,211475,0.626,0.0000312,3,0.0848,-4.432,0,0.0432,100.041,4,0.758,Attention,The Weeknd
0.013,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,0.853,206693,0.56,0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86,That's What I Like,Bruno Mars
0.411,https://api.spotify.com/v1/audio-analysis/4Tulf6yVo59f2ofSi3YUqW,0.787,210862,0.586,0.000311,10,0.118,-9.64,1,0.0695,140.036,4,0.604,Glow,Drake Featuring Kanye West
0.247,https://api.spotify.com/v1/audio-analysis/6foxplXS0YEq8cO374Lty4,0.95,124056,0.533,0,5,0.114,-7.022,1,0.148,119.869,4,0.675,Gucci Gang,Lil Pump
0.433,https://api.spotify.com/v1/audio-analysis/6JG0qhINKVwiHxqN85j7RG,0.607,278573,0.784,0,7,0.689,-6.293,1,0.268,81.004,4,0.481,Smile,JAY-Z Featuring Gloria Carter
0.0149,https://api.spotify.com/v1/audio-analysis/6ie2Bw3xLj2JcGowOlcMhb,0.599,234653,0.734,0.0000123,9,0.0873,-7.77,1,0.101,128.876,4,0.223,Green Light,Lorde
0.0853,https://api.spotify.com/v1/audio-analysis/6Na5uKk5SsqZimk0hAWo8y,0.79,234373,0.734,0.00409,0,0.112,-4.66,1,0.0524,107.369,4,0.217,Signs,Drake
0.344,https://api.spotify.com/v1/audio-analysis/4Az17HfqonKSWNsaLgTBeK,0.532,212320,0.64,0,9,0.361,-6.684,1,0.0314,84.029,4,0.308,If I Told You,Darius Rucker
0.0575,https://api.spotify.com/v1/audio-analysis/61mnlyQlnPuq1GEX0LxIWh,0.943,180748,0.495,0,6,0.0952,-5.964,0,0.18,129.971,4,0.571,Not Nice,PARTYNEXTDOOR
0.000899,https://api.spotify.com/v1/audio-analysis/2d48mamATjby7wgPjdrSOQ,0.607,223627,0.841,0,9,0.34,-3.772,0,0.0371,104.978,4,0.505,Craving You,Thomas Rhett Featuring Maren Morris
0.0322,https://api.spotify.com/v1/audio-analysis/15k2nBQJ0teDmPZHrOXL2N,0.549,221920,0.595,0,7,0.103,-7.583,0,0.0989,149.859,4,0.392,Ordinary Life,The Weeknd
0.84,https://api.spotify.com/v1/audio-analysis/74u8cWJGP8d8xsdD0pFoWg,0.744,130107,0.368,0,2,0.0632,-10.538,1,0.0345,118.743,4,0.782,Jingle Bell Rock,Bobby Helms
0.00479,https://api.spotify.com/v1/audio-analysis/4ckuS4Nj4FZ7i3Def3Br8W,0.804,251333,0.56,0,8,0.164,-6.682,1,0.185,85.023,4,0.264,Sneakin',Drake Featuring 21 Savage
0.0508,https://api.spotify.com/v1/audio-analysis/0SuLAslEMFZAXf0SwY7syi,0.584,217603,0.569,0,0,0.0924,-4.259,1,0.166,89.779,4,0.508,All Time Low,Jon Bellion
0.00635,https://api.spotify.com/v1/audio-analysis/51YZAJhOwIC5Gg3jMbAmhZ,0.518,309973,0.858,0.00494,0,0.0652,-6.146,1,0.0685,117.909,4,0.244,For Whom The Bell Tolls,J. Cole
0.0143,https://api.spotify.com/v1/audio-analysis/5qi7piHIt9zwTYYBnIvfNZ,0.743,219512,0.651,0,6,0.079,-5.974,1,0.0646,82.022,4,0.482,OTW,DJ Luke Nasty
0.255,https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,0.502,243491,0.786,0,9,0.65,-4.378,0,0.317,169.021,4,0.734,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
0.012,https://api.spotify.com/v1/audio-analysis/1e1JKLEDKP7hEQzJfNAgPl,0.791,181812,0.586,0,11,0.46,-7.372,0,0.29,163.029,4,0.42,Magnolia,Playboi Carti
0.547,https://api.spotify.com/v1/audio-analysis/0j2WBxWZnWti5TpSxjJvPb,0.729,212627,0.546,0.00287,7,0.0651,-9.305,1,0.0285,119.941,4,0.404,Love On The Weekend,John Mayer
0.552,https://api.spotify.com/v1/audio-analysis/0oPdaY4dXtc3ZsaG17V972,0.512,182067,0.831,0,2,0.336,-9.004,1,0.0383,148.82,4,0.963,Feliz Navidad,Jose Feliciano
0.307,https://api.spotify.com/v1/audio-analysis/6p8NuHm8uCGnn2Dtbtf7zE,0.92,304041,0.674,0,1,0.104,-5.662,0,0.264,141.967,4,0.737,Slippery,Migos Featuring Gucci Mane
0.254,https://api.spotify.com/v1/audio-analysis/7rdUtXasA973gmrr2Xxh3E,0.615,214255,0.547,0,0,0.171,-5.086,0,0.152,106.688,4,0.167,Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA"
0.601,https://api.spotify.com/v1/audio-analysis/7m9rMmj2awusISshjoLX8E,0.644,220573,0.391,0,2,0.0894,-10.535,1,0.0235,94.247,4,0.344,Ghost In This House,Lauren Duski
0.0171,https://api.spotify.com/v1/audio-analysis/7AclP0W2jy6yrbvBiC4prQ,0.61,217467,0.822,0.00000188,0,0.093,-4.422,1,0.0355,93.993,4,0.422,Setting The World On Fire,Kenny Chesney Featuring P!nk
0.0837,https://api.spotify.com/v1/audio-analysis/0pSBuHjILhNEo55xK1zrRt,0.804,238587,0.886,0,1,0.266,-2.512,1,0.04,144.946,4,0.806,Rolex,Ayo & Teo
0.0972,https://api.spotify.com/v1/audio-analysis/38gZVjeaeR3gcnCzziAxBm,0.531,226307,0.746,0,11,0.102,-4.228,1,0.0329,139.788,4,0.314,Middle Of A Memory,Cole Swindell
0.0312,https://api.spotify.com/v1/audio-analysis/5uDASfU19gDxSjW8cnCaBp,0.886,177184,0.427,0.00099,6,0.0906,-10.028,1,0.145,108.034,4,0.236,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
0.00916,https://api.spotify.com/v1/audio-analysis/66pxmg3Jhjm09tHoWR1wVR,0.612,212893,0.848,0,6,0.366,-3.736,1,0.0368,120.996,4,0.72,Hallelujah,Pentatonix
0.0133,https://api.spotify.com/v1/audio-analysis/59J5nzL1KniFHnU120dQzt,0.785,235535,0.622,0,8,0.154,-6.741,1,0.254,78.475,4,0.478,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert
0.0198,https://api.spotify.com/v1/audio-analysis/3dskm5fAe8OkBtM9E0VVWx,0.471,200457,0.791,0,5,0.232,-3.373,0,0.238,188.36,4,0.507,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico
0.533,https://api.spotify.com/v1/audio-analysis/0D21XvHcVsIvJM6FcGY2BT,0.64,234526,0.819,0,7,0.156,-4.108,1,0.455,166.012,4,0.624,OOOUUU,Young M.A
0.054,https://api.spotify.com/v1/audio-analysis/7pxhKtuTwofDIdgHx2DcVK,0.651,194893,0.808,0,1,0.0482,-4.731,0,0.0435,100.993,4,0.858,Seein' Red,Dustin Lynch
0.0312,https://api.spotify.com/v1/audio-analysis/3V8sM5OOG6YfDuDLa2IIYJ,0.618,180520,0.727,0,3,0.196,-7.224,0,0.208,164.992,4,0.382,Used To This,Future Featuring Drake
0.187,https://api.spotify.com/v1/audio-analysis/6mICuAdrwEjh6Y6lroV2Kg,0.852,195840,0.773,0.0000305,8,0.159,-2.921,0,0.0776,102.034,4,0.908,Chantaje,Shakira Featuring Maluma
0.572,https://api.spotify.com/v1/audio-analysis/6hdkw1wzhIRYPlYDUtCY5m,0.416,210307,0.773,0,8,0.105,-3.784,1,0.0949,122.65,4,0.714,Love Me Now,John Legend
0.686,https://api.spotify.com/v1/audio-analysis/0DowsITFvHqUqg96WQR3s5,0.562,200987,0.298,0,6,0.388,-9.523,1,0.0862,77.903,3,0.577,Famous,21 Savage
0.0319,https://api.spotify.com/v1/audio-analysis/1WIZiOuNO3woKfdlSK2gNn,0.804,169345,0.66,0,10,0.103,-4.86,0,0.0726,94.053,4,0.278,Transportin',Kodak Black
0.0578,https://api.spotify.com/v1/audio-analysis/2y5aJvzXhHPA94U5GFAcXe,0.737,245653,0.452,0.0000148,0,0.187,-8.366,1,0.0534,117.962,4,0.0971,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
0.0484,https://api.spotify.com/v1/audio-analysis/104buTcnP2AsxqB7U1FIZ4,0.59,169801,0.671,0,9,0.0604,-6.098,1,0.0706,149.982,4,0.421,Heavy,Linkin Park Featuring Kiiara
0.0766,https://api.spotify.com/v1/audio-analysis/7KcGEssn7BnJdTgildK5y0,0.873,272453,0.561,0.00000293,1,0.416,-7.013,1,0.272,139.064,4,0.428,No Frauds,"Nicki Minaj, Drake & Lil Wayne"
0.000259,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,0.904,177000,0.611,0.0000203,1,0.0976,-6.842,0,0.0888,150.02,4,0.427,Humble.,Kendrick Lamar
0.0481,https://api.spotify.com/v1/audio-analysis/6DOBk1Pxe7q8YFI9Ozbrb3,0.606,191800,0.889,0.00000356,9,0.0933,-4.782,0,0.0519,97.988,4,0.313,I Got You,Bebe Rexha
0.24,https://api.spotify.com/v1/audio-analysis/0ESJlaM8CE1jRWaNtwSNj8,0.743,213863,0.571,0,7,0.291,-6.054,0,0.145,119.054,4,0.497,Beibs In The Trap,Travis Scott
0.207,https://api.spotify.com/v1/audio-analysis/7F9vK8hNFMml4GtHsaXui6,0.683,190428,0.53,0,5,0.394,-4.918,0,0.142,75.016,4,0.632,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals
0.22,https://api.spotify.com/v1/audio-analysis/1EaKU4dMbesXXd3BrLCtYG,0.734,208733,0.687,0,4,0.215,-4.728,0,0.476,189.791,4,0.478,Element.,Kendrick Lamar
0.408,https://api.spotify.com/v1/audio-analysis/48EjSdYh8wz2gBxxqzrsLe,0.719,250973,0.615,0.000147,6,0.235,-5.972,1,0.045,96.988,4,0.488,Cranes In The Sky,Solange
0.469,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,0.872,119133,0.391,0.00000413,0,0.297,-9.144,0,0.242,134.021,4,0.437,Jocelyn Flores,XXXTentacion
0.33,https://api.spotify.com/v1/audio-analysis/3tJ4y2Zqx6gM9xOAuFfsSF,0.667,199179,0.709,0.00000374,9,0.077,-7.018,0,0.105,101.975,4,0.238,Cool Girl,Tove Lo
0.0521,https://api.spotify.com/v1/audio-analysis/2XlHu0HcujBCkWMdIAvrqt,0.724,216558,0.548,0.0000074,7,0.104,-8.062,0,0.0497,98.017,4,0.39,Blem,Drake
0.055,https://api.spotify.com/v1/audio-analysis/7zsXy7vlHdItvUSH8EwQss,0.602,185360,0.797,0,6,0.187,-5.084,0,0.0534,92.928,4,0.487,Cold Water,Major Lazer Featuring Justin Bieber & MO
0.23,https://api.spotify.com/v1/audio-analysis/762UXiwEHYY97VL45sAUPR,0.542,194907,0.654,0,8,0.241,-5.862,0,0.0537,144.971,4,0.564,2U,David Guetta Featuring Justin Bieber
0.914,https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG,0.589,221107,0.242,0,6,0.0887,-10.517,1,0.0442,89.749,4,0.257,Supermarket Flowers,Ed Sheeran
0.0895,https://api.spotify.com/v1/audio-analysis/3ebXMykcMXOcLeJ9xZ17XH,0.584,220883,0.54,0,1,0.261,-7.786,0,0.0576,137.972,4,0.19,Scared To Be Lonely,Martin Garrix & Dua Lipa
0.0542,https://api.spotify.com/v1/audio-analysis/7ALEBJ8LOQqXVJ2tqnXtoH,0.611,278800,0.789,0,1,0.221,-5.825,1,0.258,133.815,4,0.156,Kill Jay Z,JAY-Z
0.0604,https://api.spotify.com/v1/audio-analysis/2L6orAlH8tBhiFTumIfMyF,0.67,222041,0.838,0.000611,0,0.159,-4.031,1,0.0362,104.998,4,0.687,Call On Me,Starley
0.58,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,0.338,482830,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,4,0.205,Heaven,Kane Brown
0.221,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.87,204502,0.488,0,6,0.0767,-5.586,1,0.0537,106.008,4,0.526,Down,Fifth Harmony Featuring Gucci Mane
0.061,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,0.927,343150,0.665,0,11,0.123,-5.313,1,0.244,127.076,4,0.166,Bad And Boujee,Migos Featuring Lil Uzi Vert
0.357,https://api.spotify.com/v1/audio-analysis/10M2Ex445zw585Ducldzkw,0.599,224853,0.542,0,10,0.104,-7.274,1,0.0304,148.003,4,0.388,In Case You Didn't Know,Brett Young
0.435,https://api.spotify.com/v1/audio-analysis/6AGON2BGdPmPMJGiiNuuwl,0.713,201667,0.419,0.00000287,11,0.126,-10.668,1,0.356,91.634,4,0.246,Immortal,J. Cole
0.0151,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,0.884,220307,0.346,0.00000704,8,0.0871,-8.228,0,0.351,75.016,4,0.376,Bank Account,21 Savage
0.44,https://api.spotify.com/v1/audio-analysis/2wxfu24GQpEZQrjDJm5Ac1,0.637,180053,0.444,0.00000546,0,0.0954,-6.355,1,0.0417,139.775,4,0.319,Every Little Thing,Carly Pearce
0.427,https://api.spotify.com/v1/audio-analysis/7vu0JkJh0ldukEYbTVcqd0,0.725,176320,0.42,0,8,0.061,-6.811,1,0.0811,113.975,4,0.424,Issues,Julia Michaels
0.124,https://api.spotify.com/v1/audio-analysis/4JjIIBNoho0V2gZjH4nEzR,0.521,176987,0.805,0.000219,9,0.33,-4.481,1,0.0289,141.967,4,0.549,Think A Little Less,Michael Ray
0.326,https://api.spotify.com/v1/audio-analysis/6WAxKNbZoGNzQTIvdMqkFs,0.619,206400,0.539,0,1,0.106,-5.688,0,0.0409,112.006,4,0.387,Sex With Me,Rihanna
0.391,https://api.spotify.com/v1/audio-analysis/7yeNCRqvnoAskALhUuSxwi,0.831,214854,0.814,0,5,0.109,-5.18,1,0.474,161.041,4,0.846,Say A',A Boogie Wit da Hoodie
0.0735,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,0.624,170827,0.876,0,9,0.327,-3.374,1,0.1,99.943,4,0.781,Galway Girl,Ed Sheeran
0.642,https://api.spotify.com/v1/audio-analysis/3pjUyVbFmM96tYhSaKJwTt,0.58,331480,0.519,0.00116,11,0.0936,-10.653,0,0.251,107.401,4,0.234,Change,J. Cole
0.515,https://api.spotify.com/v1/audio-analysis/1jkIErXa3YNUX5QIyO6GGR,0.759,237507,0.245,0.000154,6,0.102,-6.545,1,0.138,96.992,4,0.225,Losin Control,Russ
0.0304,https://api.spotify.com/v1/audio-analysis/5OUSPcqhYTOzpbXzoEvKim,0.681,184040,0.845,0,11,0.197,-5.147,0,0.0525,132.023,4,0.761,The Fighter,Keith Urban Featuring Carrie Underwood
0.00835,https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW,0.645,214507,0.713,0,6,0.113,-5.355,1,0.0393,74.989,4,0.58,Ride,twenty one pilots
0.225,https://api.spotify.com/v1/audio-analysis/2gYiCTytrSRtuaHP1Nac6u,0.548,206213,0.898,0,0,0.1,-2.561,0,0.0459,145.953,4,0.596,Fast,Luke Bryan
0.0793,https://api.spotify.com/v1/audio-analysis/6YVpU5vVxezJCYeQUxIkRT,0.795,199849,0.611,0.00000304,5,0.0853,-5.224,0,0.0711,110.016,4,0.404,What Lovers Do,Maroon 5 Featuring SZA
0.199,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,0.798,202547,0.539,0.0000166,1,0.165,-6.351,1,0.0421,136.949,4,0.41,Young Dumb & Broke,Khalid
0.238,https://api.spotify.com/v1/audio-analysis/6uBhi9gBXWjanegOb2Phh0,0.457,210091,0.627,0,5,0.116,-5.091,0,0.111,101.384,4,0.535,Stay,Zedd & Alessia Cara
0.107,https://api.spotify.com/v1/audio-analysis/1Tt4sE4pXi57mTD1GCzsqm,0.688,191600,0.325,0,5,0.0837,-8.083,0,0.251,110.888,4,0.274,Needed Me,Rihanna
0.00155,https://api.spotify.com/v1/audio-analysis/08wJ1B9yu9sPeoRa5fbpr3,0.723,216800,0.824,0.167,11,0.333,-5.911,0,0.0331,123.011,4,0.757,Ain't My Fault,Zara Larsson
0.618,https://api.spotify.com/v1/audio-analysis/7oAraczbemGSNWqnbkU87R,0.515,201000,0.378,0,5,0.172,-8.264,1,0.065,91.883,4,0.536,Too Good,Drake Featuring Rihanna
0.0715,https://api.spotify.com/v1/audio-analysis/1uL78kFWxhz3umTMWJu8n5,0.813,207039,0.528,0,6,0.125,-6.305,0,0.313,79.532,4,0.131,Sauce It Up,Lil Uzi Vert
0.585,https://api.spotify.com/v1/audio-analysis/2H3wWrnO758y0fPH7Ilerg,0.769,144733,0.156,0.015,11,0.102,-10.7,0,0.035,105.95,4,0.527,Depression & Obsession,XXXTentacion
0.0864,https://api.spotify.com/v1/audio-analysis/6IZvVAP7VPPnsGX6bvgkqg,0.672,275253,0.546,0.00000575,4,0.152,-6.992,0,0.0519,138.887,4,0.399,Pride.,Kendrick Lamar
0.0651,https://api.spotify.com/v1/audio-analysis/4dVpf9jZjcORqGTLUaeYj9,0.797,173600,0.844,0,11,0.087,-5.482,1,0.275,170.142,4,0.522,Plain Jane,A$AP Ferg
0.0173,https://api.spotify.com/v1/audio-analysis/4JDZl9nKIAhAhDjw753u4X,0.916,183695,0.571,0.00000111,10,0.153,-8.241,0,0.2,103.521,4,0.467,For Free,DJ Khaled Featuring Drake
0.00755,https://api.spotify.com/v1/audio-analysis/0o7glLPfZgns8ZF14Wlpf7,0.811,172599,0.596,0.0000115,11,0.0588,-5.428,1,0.0621,130.03,4,0.673,Love So Soft,Kelly Clarkson
0.0198,https://api.spotify.com/v1/audio-analysis/4lnAN2S1fcI0SjxEbksZVr,0.707,186113,0.611,0.00000359,2,0.0651,-4.474,1,0.0639,123.006,4,0.288,Fetish,Selena Gomez Featuring Gucci Mane
0.0293,https://api.spotify.com/v1/audio-analysis/2xTft6GEZeTyWNpdX94rkf,0.872,307773,0.723,0,1,0.327,-5.968,1,0.247,93.279,4,0.845,All Eyez,The Game Featuring Jeremih
0.0613,https://api.spotify.com/v1/audio-analysis/3kciYQvHGFkQYaZd0m1Pbc,0.568,242053,0.609,0.00000911,5,0.0954,-7.698,0,0.279,143.351,4,0.396,Home,gnash Featuring Johnny Yukon
0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,0,8,0.111,-5.599,1,0.0338,95.01,4,0.635,Closer,The Chainsmokers Featuring Halsey
0.0677,https://api.spotify.com/v1/audio-analysis/5Feu0AyHLrW0mCRAyUnZ6W,0.587,180252,0.628,0.00000188,1,0.122,-5.703,1,0.0431,92.003,4,0.65,Losing Sleep,Chris Young
0.171,https://api.spotify.com/v1/audio-analysis/3muBQDekYAg7jm6hDu6R0Z,0.587,254694,0.711,0,1,0.125,-6.33,1,0.42,98.008,4,0.401,First Day Out,Tee Grizzley
0.0242,https://api.spotify.com/v1/audio-analysis/0hy1SOTEn9ifXTzOwnCwEr,0.589,223973,0.658,0,11,0.118,-5.288,0,0.203,77.521,4,0.254,Money On You,Chris Blue
0.61,https://api.spotify.com/v1/audio-analysis/4BHSjbYylfOH5WAGusDyni,0.648,160293,0.691,0,1,0.224,-7.935,1,0.239,69.982,4,0.62,Yah.,Kendrick Lamar
0.789,https://api.spotify.com/v1/audio-analysis/2z3joGXrdGL2iEjIKQTiN1,0.857,194347,0.378,0.000171,7,0.119,-8.371,0,0.0928,119.976,3,0.638,Ville Mentality,J. Cole
0.00842,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,0.796,173987,0.61,0.00286,1,0.351,-5.857,1,0.0516,103.99,4,0.409,One Dance,Drake Featuring WizKid & Kyla
0.0183,https://api.spotify.com/v1/audio-analysis/00NAQYOP4AmWR549nnYJZu,0.674,265600,0.779,0.00000735,0,0.474,-5.779,1,0.0509,109.933,4,0.728,Secrets,The Weeknd
0.0466,https://api.spotify.com/v1/audio-analysis/0ifooM33X1iBxVYyOkSbXW,0.853,220173,0.65,0.00000727,7,0.089,-7.03,0,0.0837,113.993,4,0.858,A Lonely Night,The Weeknd
0.0642,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,0.893,223413,0.745,0,11,0.0943,-3.105,0,0.0571,101.018,4,0.874,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
