Title,Artist,Rank,Weeks,PeakPos,Date
Beat Of The Music,Brett Eldredge,60,20,44,2014-05-24
Neon Lights,Demi Lovato,61,20,36,2014-05-24
Come With Me Now,KONGOS,62,21,31,2014-05-24
Mmm Yeah,Austin Mahone Featuring Pitbull,63,15,49,2014-05-24
Who Do You Love?,YG Featuring Drake,64,20,54,2014-05-24
Drink To That All Night,Jerrod Niemann,65,20,34,2014-05-24
Lettin' The Night Roll,Justin Moore,66,20,49,2014-05-24
I Don't Dance,Lee Brice,67,20,33,2014-05-24
Empire,Shakira,68,12,58,2014-05-24
Stay With Me,Sam Smith,69,54,2,2014-05-24
Good Kisser,Usher,70,19,65,2014-05-24
I Can't Make You Love Me,Josh Kaufman,71,1,71,2014-05-24
Whiskey In My Water,Tyler Farr,72,18,52,2014-05-24
Stoner,Young Thug,73,15,47,2014-05-24
The Walker,Fitz And The Tantrums,74,12,67,2014-05-24
Chandelier,Sia,75,46,8,2014-05-24
Who I Am With You,Chris Young,76,19,48,2014-05-24
Invisible,Hunter Hayes,77,12,44,2014-05-24
Can't Remember To Forget You,Shakira Featuring Rihanna,78,19,15,2014-05-24
How To Love,Christina Grimmie,79,1,79,2014-05-24
Cut Her Off,KCamp Featuring 2 Chainz,80,20,49,2014-05-24
I Choose You,Sara Bareilles,81,5,81,2014-05-24
Come Get It Bae,Pharrell Williams,82,15,23,2014-05-24
Fever,The Black Keys,83,3,77,2014-05-24
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,84,30,12,2014-05-24
We Dem Boyz,Wiz Khalifa,85,20,43,2014-05-24
Work,Iggy Azalea,86,20,54,2014-05-24
Yeah,Joe Nichols,87,20,41,2014-05-24
River Bank,Brad Paisley,88,18,54,2014-05-24
2 On,Tinashe Featuring ScHoolboy Q,89,24,24,2014-05-24
17 Again,Brantley Gilbert,90,1,90,2014-05-24
We Are Tonight,Billy Currington,91,19,60,2014-05-24
Part II (On The Run),Jay Z Featuring Beyonce,92,16,77,2014-05-24
Keep Them Kisses Comin',Craig Campbell,93,10,72,2014-05-24
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,94,20,48,2014-05-24
#SELFIE,The Chainsmokers,95,11,16,2014-05-24
Man Of The Year,ScHoolboy Q,96,13,62,2014-05-24
Girls Chase Boys,Ingrid Michaelson,97,20,52,2014-05-24
Raging Fire,Phillip Phillips,98,8,58,2014-05-24
You & I,One Direction,99,11,68,2014-05-24
Doin' What She Likes,Blake Shelton,100,17,35,2014-05-24
All Of Me,John Legend,1,59,1,2014-05-17
Happy,Pharrell Williams,2,47,1,2014-05-17
Problem,Ariana Grande Featuring Iggy Azalea,3,25,2,2014-05-17
Fancy,Iggy Azalea Featuring Charli XCX,4,39,1,2014-05-17
Dark Horse,Katy Perry Featuring Juicy J,5,57,1,2014-05-17
Talk Dirty,Jason Derulo Featuring 2 Chainz,6,33,3,2014-05-17
Turn Down For What,DJ Snake & Lil Jon,7,37,4,2014-05-17
Not A Bad Thing,Justin Timberlake,8,22,8,2014-05-17
Let It Go,Idina Menzel,9,33,5,2014-05-17
Pompeii,Bastille,10,53,5,2014-05-17
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,11,36,9,2014-05-17
Best Day Of My Life,American Authors,12,36,11,2014-05-17
Ain't It Fun,Paramore,13,24,10,2014-05-17
Me And My Broken Heart,Rixton,14,20,14,2014-05-17
Sing,Ed Sheeran,15,20,13,2014-05-17
Counting Stars,OneRepublic,16,68,2,2014-05-17
Play It Again,Luke Bryan,17,20,14,2014-05-17
Summer,Calvin Harris,18,26,7,2014-05-17
Team,Lorde,19,38,6,2014-05-17
Love Never Felt So Good,Michael Jackson & Justin Timberlake,20,20,9,2014-05-17
La La La,Naughty Boy Featuring Sam Smith,21,20,19,2014-05-17
Bottoms Up,Brantley Gilbert,22,25,20,2014-05-17
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,23,28,15,2014-05-17
A Sky Full Of Stars,Coldplay,24,26,10,2014-05-17
Timber,Pitbull Featuring Ke$ha,25,39,1,2014-05-17
Am I Wrong,Nico & Vinz,26,31,4,2014-05-17
Na Na,Trey Songz,27,28,21,2014-05-17
Classic,MKTO,28,27,14,2014-05-17
Birthday,Katy Perry,29,18,17,2014-05-17
Wild Wild Love,Pitbull Featuring G.R.L.,30,18,30,2014-05-17
Let Her Go,Passenger,31,43,5,2014-05-17
The Man,Aloe Blacc,32,20,8,2014-05-17
Partition,Beyonce,33,21,23,2014-05-17
Show Me,Kid Ink Featuring Chris Brown,34,31,13,2014-05-17
Wake Me Up!,Avicii,35,53,4,2014-05-17
Story Of My Life,One Direction,36,32,6,2014-05-17
Hey Brother,Avicii,37,23,16,2014-05-17
Human,Christina Perri,38,20,31,2014-05-17
Demons,Imagine Dragons,39,61,6,2014-05-17
Animals,Martin Garrix,40,34,21,2014-05-17
Say Something,A Great Big World & Christina Aguilera,41,26,4,2014-05-17
Burn,Ellie Goulding,42,36,13,2014-05-17
Give Me Back My Hometown,Eric Church,43,20,36,2014-05-17
Get Me Some Of That,Thomas Rhett,44,20,41,2014-05-17
She Looks So Perfect,5 Seconds Of Summer,45,20,24,2014-05-17
The Monster,Eminem Featuring Rihanna,46,29,1,2014-05-17
The Worst,Jhene Aiko,47,20,43,2014-05-17
Neon Lights,Demi Lovato,48,20,36,2014-05-17
Royals,Lorde,49,44,1,2014-05-17
Mmm Yeah,Austin Mahone Featuring Pitbull,50,15,49,2014-05-17
Drunk In Love,Beyonce Featuring Jay Z,51,20,2,2014-05-17
Latch,Disclosure Featuring Sam Smith,52,33,7,2014-05-17
Rewind,Rascal Flatts,53,20,38,2014-05-17
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",54,18,46,2014-05-17
Trophies,Young Money Featuring Drake,55,20,50,2014-05-17
Magic,Coldplay,56,14,14,2014-05-17
Cop Car,Keith Urban,57,18,41,2014-05-17
Automatic,Miranda Lambert,58,19,35,2014-05-17
Sleeping With A Friend,Neon Trees,59,16,51,2014-05-17
Drink To That All Night,Jerrod Niemann,60,20,34,2014-05-17
Beachin',Jake Owen,61,20,26,2014-05-17
Rude,MAGIC!,62,41,1,2014-05-17
Beat Of The Music,Brett Eldredge,63,20,44,2014-05-17
Red Lights,Tiesto,64,13,56,2014-05-17
Who Do You Love?,YG Featuring Drake,65,20,54,2014-05-17
Empire,Shakira,66,12,58,2014-05-17
Come With Me Now,KONGOS,67,21,31,2014-05-17
Wiggle,Jason Derulo Featuring Snoop Dogg,68,21,5,2014-05-17
Paranoid,Ty Dolla $ign Featuring B.o.B,69,20,29,2014-05-17
Stoner,Young Thug,70,15,47,2014-05-17
The Walker,Fitz And The Tantrums,71,12,67,2014-05-17
I Don't Dance,Lee Brice,72,20,33,2014-05-17
Lettin' The Night Roll,Justin Moore,73,20,49,2014-05-17
"Hold On, We're Going Home",Christina Grimmie,74,1,74,2014-05-17
Can't Remember To Forget You,Shakira Featuring Rihanna,75,19,15,2014-05-17
Whiskey In My Water,Tyler Farr,76,18,52,2014-05-17
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,77,20,48,2014-05-17
Stay With Me,Sam Smith,78,54,2,2014-05-17
#SELFIE,The Chainsmokers,79,11,16,2014-05-17
Who I Am With You,Chris Young,80,19,48,2014-05-17
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,81,30,12,2014-05-17
Part II (On The Run),Jay Z Featuring Beyonce,82,16,77,2014-05-17
Doin' What She Likes,Blake Shelton,83,17,35,2014-05-17
Man Of The Year,ScHoolboy Q,84,13,62,2014-05-17
Cut Her Off,KCamp Featuring 2 Chainz,85,20,49,2014-05-17
Invisible,Hunter Hayes,86,12,44,2014-05-17
My Baby's Guns N' Roses,Brantley Gilbert,87,1,87,2014-05-17
Work,Iggy Azalea,88,20,54,2014-05-17
On Top Of The World,Imagine Dragons,89,20,79,2014-05-17
We Dem Boyz,Wiz Khalifa,90,20,43,2014-05-17
19 You + Me,Dan + Shay,91,18,42,2014-05-17
We Are Tonight,Billy Currington,92,19,60,2014-05-17
Raging Fire,Phillip Phillips,93,8,58,2014-05-17
Yeah,Joe Nichols,94,20,41,2014-05-17
Girls Chase Boys,Ingrid Michaelson,95,20,52,2014-05-17
You & I,One Direction,96,11,68,2014-05-17
My Eyes,Blake Shelton Featuring Gwen Sebastian,97,16,39,2014-05-17
For The First Time In Forever,Kristen Bell & Idina Menzel,98,19,57,2014-05-17
Keep Them Kisses Comin',Craig Campbell,99,10,72,2014-05-17
The Big Bang,Katy Tiz,100,1,100,2014-05-17
Happy,Pharrell Williams,1,47,1,2014-05-10
All Of Me,John Legend,2,59,1,2014-05-10
Dark Horse,Katy Perry Featuring Juicy J,3,57,1,2014-05-10
Talk Dirty,Jason Derulo Featuring 2 Chainz,4,33,3,2014-05-10
Turn Down For What,DJ Snake & Lil Jon,5,37,4,2014-05-10
Let It Go,Idina Menzel,6,33,5,2014-05-10
Fancy,Iggy Azalea Featuring Charli XCX,7,39,1,2014-05-10
Pompeii,Bastille,8,53,5,2014-05-10
Not A Bad Thing,Justin Timberlake,9,22,8,2014-05-10
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,10,36,9,2014-05-10
Best Day Of My Life,American Authors,11,36,11,2014-05-10
Counting Stars,OneRepublic,12,68,2,2014-05-10
Team,Lorde,13,38,6,2014-05-10
Ain't It Fun,Paramore,14,24,10,2014-05-10
Play It Again,Luke Bryan,15,20,14,2014-05-10
Sing,Ed Sheeran,16,20,13,2014-05-10
The Man,Aloe Blacc,17,20,8,2014-05-10
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,18,28,15,2014-05-10
La La La,Naughty Boy Featuring Sam Smith,19,20,19,2014-05-10
Hey Brother,Avicii,20,23,16,2014-05-10
Timber,Pitbull Featuring Ke$ha,21,39,1,2014-05-10
Bottoms Up,Brantley Gilbert,22,25,20,2014-05-10
Na Na,Trey Songz,23,28,21,2014-05-10
Animals,Martin Garrix,24,34,21,2014-05-10
Show Me,Kid Ink Featuring Chris Brown,25,31,13,2014-05-10
Summer,Calvin Harris,26,26,7,2014-05-10
Classic,MKTO,27,27,14,2014-05-10
Story Of My Life,One Direction,28,32,6,2014-05-10
Me And My Broken Heart,Rixton,29,20,14,2014-05-10
Let Her Go,Passenger,30,43,5,2014-05-10
Partition,Beyonce,31,21,23,2014-05-10
Wake Me Up!,Avicii,32,53,4,2014-05-10
Burn,Ellie Goulding,33,36,13,2014-05-10
Demons,Imagine Dragons,34,61,6,2014-05-10
Wild Wild Love,Pitbull Featuring G.R.L.,35,18,30,2014-05-10
Neon Lights,Demi Lovato,36,20,36,2014-05-10
Birthday,Katy Perry,37,18,17,2014-05-10
Human,Christina Perri,38,20,31,2014-05-10
Give Me Back My Hometown,Eric Church,39,20,36,2014-05-10
Say Something,A Great Big World & Christina Aguilera,40,26,4,2014-05-10
The Monster,Eminem Featuring Rihanna,41,29,1,2014-05-10
Drunk In Love,Beyonce Featuring Jay Z,42,20,2,2014-05-10
The Worst,Jhene Aiko,43,20,43,2014-05-10
Royals,Lorde,44,44,1,2014-05-10
Get Me Some Of That,Thomas Rhett,45,20,41,2014-05-10
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",46,18,46,2014-05-10
She Looks So Perfect,5 Seconds Of Summer,47,20,24,2014-05-10
Drink To That All Night,Jerrod Niemann,48,20,34,2014-05-10
Radioactive,Imagine Dragons,49,87,3,2014-05-10
Cop Car,Keith Urban,50,18,41,2014-05-10
Sleeping With A Friend,Neon Trees,51,16,51,2014-05-10
Trophies,Young Money Featuring Drake,52,20,50,2014-05-10
Rewind,Rascal Flatts,53,20,38,2014-05-10
Am I Wrong,Nico & Vinz,54,31,4,2014-05-10
Mmm Yeah,Austin Mahone Featuring Pitbull,55,15,49,2014-05-10
Automatic,Miranda Lambert,56,19,35,2014-05-10
Latch,Disclosure Featuring Sam Smith,57,33,7,2014-05-10
Beat Of The Music,Brett Eldredge,58,20,44,2014-05-10
Magic,Coldplay,59,14,14,2014-05-10
Red Lights,Tiesto,60,13,56,2014-05-10
#SELFIE,The Chainsmokers,61,11,16,2014-05-10
Beachin',Jake Owen,62,20,26,2014-05-10
Stoner,Young Thug,63,15,47,2014-05-10
Who Do You Love?,YG Featuring Drake,64,20,54,2014-05-10
Midnight,Coldplay,65,3,29,2014-05-10
Paranoid,Ty Dolla $ign Featuring B.o.B,66,20,29,2014-05-10
Stay With Me,Sam Smith,67,54,2,2014-05-10
19 You + Me,Dan + Shay,68,18,42,2014-05-10
Can't Remember To Forget You,Shakira Featuring Rihanna,69,19,15,2014-05-10
The Walker,Fitz And The Tantrums,70,12,67,2014-05-10
Empire,Shakira,71,12,58,2014-05-10
Lettin' The Night Roll,Justin Moore,72,20,49,2014-05-10
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,73,20,48,2014-05-10
Come With Me Now,KONGOS,74,21,31,2014-05-10
Hello Kitty,Avril Lavigne,75,1,75,2014-05-10
Doin' What She Likes,Blake Shelton,76,17,35,2014-05-10
Man Of The Year,ScHoolboy Q,77,13,62,2014-05-10
John Doe,B.o.B Featuring Priscilla,78,5,69,2014-05-10
Whiskey In My Water,Tyler Farr,79,18,52,2014-05-10
I Don't Dance,Lee Brice,80,20,33,2014-05-10
Raging Fire,Phillip Phillips,81,8,58,2014-05-10
For The First Time In Forever,Kristen Bell & Idina Menzel,82,19,57,2014-05-10
You & I,One Direction,83,11,68,2014-05-10
Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",84,18,51,2014-05-10
Goodnight Kiss,Randy Houser,85,16,52,2014-05-10
On Top Of The World,Imagine Dragons,86,20,79,2014-05-10
Invisible,Hunter Hayes,87,12,44,2014-05-10
Part II (On The Run),Jay Z Featuring Beyonce,88,16,77,2014-05-10
Girls Chase Boys,Ingrid Michaelson,89,20,52,2014-05-10
Cut Her Off,KCamp Featuring 2 Chainz,90,20,49,2014-05-10
I Hold On,Dierks Bentley,91,19,40,2014-05-10
Stay With Me,Josh Kaufman,92,1,92,2014-05-10
Headlights,Eminem Featuring Nate Ruess,93,8,45,2014-05-10
Who I Am With You,Chris Young,94,19,48,2014-05-10
We Dem Boyz,Wiz Khalifa,95,20,43,2014-05-10
We Are Tonight,Billy Currington,96,19,60,2014-05-10
Rude,MAGIC!,97,41,1,2014-05-10
Yeah,Joe Nichols,98,20,41,2014-05-10
Wake Up Lovin' You,Craig Morgan,99,2,99,2014-05-10
I Won,Future Featuring Kanye West,100,3,98,2014-05-10
Happy,Pharrell Williams,1,47,1,2014-05-03
All Of Me,John Legend,2,59,1,2014-05-03
Talk Dirty,Jason Derulo Featuring 2 Chainz,3,33,3,2014-05-03
Dark Horse,Katy Perry Featuring Juicy J,4,57,1,2014-05-03
Let It Go,Idina Menzel,5,33,5,2014-05-03
Pompeii,Bastille,6,53,5,2014-05-03
Turn Down For What,DJ Snake & Lil Jon,7,37,4,2014-05-03
Not A Bad Thing,Justin Timberlake,8,22,8,2014-05-03
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,9,36,9,2014-05-03
Team,Lorde,10,38,6,2014-05-03
Counting Stars,OneRepublic,11,68,2,2014-05-03
The Man,Aloe Blacc,12,20,8,2014-05-03
Best Day Of My Life,American Authors,13,36,11,2014-05-03
Sing,Ed Sheeran,14,20,13,2014-05-03
Play It Again,Luke Bryan,15,20,14,2014-05-03
Hey Brother,Avicii,16,23,16,2014-05-03
West Coast,Lana Del Rey,17,2,17,2014-05-03
Fancy,Iggy Azalea Featuring Charli XCX,18,39,1,2014-05-03
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,19,28,15,2014-05-03
Timber,Pitbull Featuring Ke$ha,20,39,1,2014-05-03
Ain't It Fun,Paramore,21,24,10,2014-05-03
Bottoms Up,Brantley Gilbert,22,25,20,2014-05-03
Show Me,Kid Ink Featuring Chris Brown,23,31,13,2014-05-03
Animals,Martin Garrix,24,34,21,2014-05-03
Na Na,Trey Songz,25,28,21,2014-05-03
