,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist_name,PeakPos,Popularity,Followers
0,0.3,https://api.spotify.com/v1/audio-analysis/1z8KJeSItnuHCw3lgWq0C7,0.436,270640,0.733,1z8KJeSItnuHCw3lgWq0C7,0.0,7,0.783,-12.346,1,0.179,135.28,4,https://api.spotify.com/v1/tracks/1z8KJeSItnuHCw3lgWq0C7,audio_features,spotify:track:1z8KJeSItnuHCw3lgWq0C7,0.485,Hell To The No,Glee Cast,53,79,1773783
0,0.256,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,0.52,180823,0.761,7vGuf3Y35N4wmASOKLUVVU,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,audio_features,spotify:track:7vGuf3Y35N4wmASOKLUVVU,0.286,Silence,Marshmello Featuring Khalid,42,93,1479705
0,0.03,https://api.spotify.com/v1/audio-analysis/5tXyNhNcsnn7HbcABntOSf,0.666,222160,0.878,5tXyNhNcsnn7HbcABntOSf,0.0,7,0.0828,-2.85,0,0.0973,119.932,4,https://api.spotify.com/v1/tracks/5tXyNhNcsnn7HbcABntOSf,audio_features,spotify:track:5tXyNhNcsnn7HbcABntOSf,0.669,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,4,85,4450810
0,0.421,https://api.spotify.com/v1/audio-analysis/0Dc7J9VPV4eOInoxUiZrsL,0.851,266840,0.525,0Dc7J9VPV4eOInoxUiZrsL,0.0,2,0.111,-5.221,0,0.0874,97.988,4,https://api.spotify.com/v1/tracks/0Dc7J9VPV4eOInoxUiZrsL,audio_features,spotify:track:0Dc7J9VPV4eOInoxUiZrsL,0.405,Don't Tell 'Em,Jeremih Featuring YG,6,86,1412612
0,0.0112,https://api.spotify.com/v1/audio-analysis/7284Lm1fMEABEFBrtMgUWR,0.788,189230,0.689,7284Lm1fMEABEFBrtMgUWR,0.0,8,0.22,-7.211,1,0.13,136.045,4,https://api.spotify.com/v1/tracks/7284Lm1fMEABEFBrtMgUWR,audio_features,spotify:track:7284Lm1fMEABEFBrtMgUWR,0.681,No Sleep Leak,Lil Uzi Vert,90,96,2333435
0,0.156,https://api.spotify.com/v1/audio-analysis/5JW8njiQorZ7m2VHYddTt6,0.924,104528,0.387,5JW8njiQorZ7m2VHYddTt6,0.000331,8,0.0973,-7.738,1,0.115,120.014,4,https://api.spotify.com/v1/tracks/5JW8njiQorZ7m2VHYddTt6,audio_features,spotify:track:5JW8njiQorZ7m2VHYddTt6,0.0624,Hi Bich,Bhad Bhabie,68,71,122434
0,0.00168,https://api.spotify.com/v1/audio-analysis/1FfxSgLHUkNCCLdZ7wrCTY,0.679,310667,0.831,1FfxSgLHUkNCCLdZ7wrCTY,0.0,5,0.381,-3.903,0,0.0861,102.977,4,https://api.spotify.com/v1/tracks/1FfxSgLHUkNCCLdZ7wrCTY,audio_features,spotify:track:1FfxSgLHUkNCCLdZ7wrCTY,0.604,The Devil Is A Lie,Rick Ross Featuring Jay-Z,86,84,1520280
0,0.548,https://api.spotify.com/v1/audio-analysis/4RNMTCIj1jg3hOyrlT2Rwj,0.677,234031,0.825,4RNMTCIj1jg3hOyrlT2Rwj,0.000111,4,0.107,-8.206,0,0.0365,121.001,4,https://api.spotify.com/v1/tracks/4RNMTCIj1jg3hOyrlT2Rwj,audio_features,spotify:track:4RNMTCIj1jg3hOyrlT2Rwj,0.796,I Am The Champion,B.o.B,85,1,140
0,0.122,https://api.spotify.com/v1/audio-analysis/2sE61ZmvYH8wiOx5jygkHH,0.477,219360,0.737,2sE61ZmvYH8wiOx5jygkHH,0.00167,3,0.105,-8.166,1,0.0345,147.959,4,https://api.spotify.com/v1/tracks/2sE61ZmvYH8wiOx5jygkHH,audio_features,spotify:track:2sE61ZmvYH8wiOx5jygkHH,0.468,Say You Do,Dierks Bentley,52,76,886079
0,0.0049,https://api.spotify.com/v1/audio-analysis/6r2BECwMgEoRb5yLfp0Hca,0.59,260253,0.817,6r2BECwMgEoRb5yLfp0Hca,0.0,11,0.283,-5.069,1,0.157,123.895,4,https://api.spotify.com/v1/tracks/6r2BECwMgEoRb5yLfp0Hca,audio_features,spotify:track:6r2BECwMgEoRb5yLfp0Hca,0.491,Born This Way,Glee Cast,44,87,3754051
0,0.0651,https://api.spotify.com/v1/audio-analysis/4dVpf9jZjcORqGTLUaeYj9,0.797,173600,0.844,4dVpf9jZjcORqGTLUaeYj9,0.0,11,0.087,-5.482,1,0.275,170.142,4,https://api.spotify.com/v1/tracks/4dVpf9jZjcORqGTLUaeYj9,audio_features,spotify:track:4dVpf9jZjcORqGTLUaeYj9,0.52,Plain Jane,A$AP Ferg,55,87,797096
0,0.00302,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,0.903,267067,0.621,0wwPcA6wtMf6HUMpIRdeP7,0.000186,2,0.0504,-8.132,1,0.0578,134.969,4,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.553,Hotline Bling,Drake,2,99,13839804
0,0.764,https://api.spotify.com/v1/audio-analysis/2weuLbzYrptvPuAWykOI0V,0.498,209380,0.324,2weuLbzYrptvPuAWykOI0V,0.0,1,0.113,-7.968,1,0.0349,129.405,4,https://api.spotify.com/v1/tracks/2weuLbzYrptvPuAWykOI0V,audio_features,spotify:track:2weuLbzYrptvPuAWykOI0V,0.34,It's Time,Imagine Dragons,95,97,4155291
0,0.147,https://api.spotify.com/v1/audio-analysis/020b0QxseQbcMTPKV49qRm,0.402,221387,0.7,020b0QxseQbcMTPKV49qRm,0.0,4,0.0992,-4.613,1,0.0348,198.972,4,https://api.spotify.com/v1/tracks/020b0QxseQbcMTPKV49qRm,audio_features,spotify:track:020b0QxseQbcMTPKV49qRm,0.496,Crying On A Suitcase,Casey James,88,39,51063
0,0.0157,https://api.spotify.com/v1/audio-analysis/2moTY9zKAZkRsODU4TUXY6,0.576,223265,0.807,2moTY9zKAZkRsODU4TUXY6,0.0,2,0.0338,-4.602,1,0.0454,158.002,4,https://api.spotify.com/v1/tracks/2moTY9zKAZkRsODU4TUXY6,audio_features,spotify:track:2moTY9zKAZkRsODU4TUXY6,0.765,Messin' Around,Pitbull Featuring Enrique Iglesias,64,88,4448746
0,0.158,https://api.spotify.com/v1/audio-analysis/1ubvV5ECkm6nSI6g1HmbBK,0.583,403920,0.464,1ubvV5ECkm6nSI6g1HmbBK,1.42e-06,4,0.109,-5.311,1,0.0281,119.524,3,https://api.spotify.com/v1/tracks/1ubvV5ECkm6nSI6g1HmbBK,audio_features,spotify:track:1ubvV5ECkm6nSI6g1HmbBK,0.111,Dear John,Taylor Swift,54,96,7798153
0,0.0151,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,0.884,220307,0.346,2fQrGHiQOvpL9UgPvtYy6G,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,audio_features,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,0.376,Bank Account,21 Savage,12,98,2129179
0,0.101,https://api.spotify.com/v1/audio-analysis/2Vevs2eAQNNb7NTpKj5kqA,0.769,243333,0.616,2Vevs2eAQNNb7NTpKj5kqA,0.0,8,0.174,-2.882,1,0.0403,144.01,4,https://api.spotify.com/v1/tracks/2Vevs2eAQNNb7NTpKj5kqA,audio_features,spotify:track:2Vevs2eAQNNb7NTpKj5kqA,0.0889,Cut Her Off,KCamp Featuring 2 Chainz,49,73,557047
0,0.228,https://api.spotify.com/v1/audio-analysis/1wVcLKdJ4AFKPhKucNvEpy,0.558,271813,0.522,1wVcLKdJ4AFKPhKucNvEpy,0.0,2,0.104,-5.857,1,0.036,83.977,4,https://api.spotify.com/v1/tracks/1wVcLKdJ4AFKPhKucNvEpy,audio_features,spotify:track:1wVcLKdJ4AFKPhKucNvEpy,0.228,Beneath Your Beautiful,Labrinth Featuring Emeli Sande,34,78,496657
0,0.278,https://api.spotify.com/v1/audio-analysis/6U4VqEHy4n5VeiH4pQPL24,0.782,163893,0.751,6U4VqEHy4n5VeiH4pQPL24,0.0,5,0.0367,-7.023,1,0.28,135.277,4,https://api.spotify.com/v1/tracks/6U4VqEHy4n5VeiH4pQPL24,audio_features,spotify:track:6U4VqEHy4n5VeiH4pQPL24,0.688,You're Welcome,Dwayne Johnson,65,0,314184
0,0.049,https://api.spotify.com/v1/audio-analysis/081t95JRuDUrQYSS3h8iKk,0.477,194560,0.672,081t95JRuDUrQYSS3h8iKk,0.0,1,0.355,-5.234,1,0.0306,139.864,4,https://api.spotify.com/v1/tracks/081t95JRuDUrQYSS3h8iKk,audio_features,spotify:track:081t95JRuDUrQYSS3h8iKk,0.263,Saturday,Rebecca Black & Dave Days,55,77,669123
0,0.0846,https://api.spotify.com/v1/audio-analysis/7q0aQpiLv5tIsupcgQ3Ny4,0.717,200733,0.455,7q0aQpiLv5tIsupcgQ3Ny4,0.0,5,0.11,-8.303,1,0.0276,127.81,4,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupcgQ3Ny4,audio_features,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,0.389,Budapest,George Ezra,32,75,776966
0,0.000748,https://api.spotify.com/v1/audio-analysis/5L2l7mI8J1USMzhsmdjat9,0.654,262200,0.828,5L2l7mI8J1USMzhsmdjat9,0.0,10,0.118,-4.795,1,0.0376,124.997,4,https://api.spotify.com/v1/tracks/5L2l7mI8J1USMzhsmdjat9,audio_features,spotify:track:5L2l7mI8J1USMzhsmdjat9,0.569,Red Lights,Tiesto,56,85,2359170
0,0.579,https://api.spotify.com/v1/audio-analysis/4lJ6YVXQ0jUk5ILu0PSrA4,0.601,214080,0.574,4lJ6YVXQ0jUk5ILu0PSrA4,1.14e-05,2,0.216,-8.166,1,0.03,147.964,4,https://api.spotify.com/v1/tracks/4lJ6YVXQ0jUk5ILu0PSrA4,audio_features,spotify:track:4lJ6YVXQ0jUk5ILu0PSrA4,0.8,Ooh La La,Britney Spears,54,61,64365
0,0.0137,https://api.spotify.com/v1/audio-analysis/1BECwm5qkaBwlbfo4kpYx8,0.462,203507,0.538,1BECwm5qkaBwlbfo4kpYx8,0.0,0,0.429,-5.527,1,0.059,139.256,4,https://api.spotify.com/v1/tracks/1BECwm5qkaBwlbfo4kpYx8,audio_features,spotify:track:1BECwm5qkaBwlbfo4kpYx8,0.405,Death Of A Bachelor,Panic! At The Disco,92,86,3064722
0,0.0435,https://api.spotify.com/v1/audio-analysis/3tCwjWLicbjsMCvXhN0WOE,0.743,224773,0.807,3tCwjWLicbjsMCvXhN0WOE,0.0,1,0.309,-3.78,1,0.0364,144.062,4,https://api.spotify.com/v1/tracks/3tCwjWLicbjsMCvXhN0WOE,audio_features,spotify:track:3tCwjWLicbjsMCvXhN0WOE,0.899,Rude,MAGIC!,1,75,698845
0,0.053,https://api.spotify.com/v1/audio-analysis/7Fa5UNizycSms5jP3SQD3F,0.768,284000,0.807,7Fa5UNizycSms5jP3SQD3F,2.99e-06,2,0.214,-5.508,0,0.106,112.001,4,https://api.spotify.com/v1/tracks/7Fa5UNizycSms5jP3SQD3F,audio_features,spotify:track:7Fa5UNizycSms5jP3SQD3F,0.575,Shining,DJ Khaled Featuring Beyonce & JAY Z,57,88,1561566
0,0.302,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,0.696,292987,0.521,62vpWI1CHwFy7tMIcSStl8,0.0,10,0.0565,-8.465,0,0.332,100.0,4,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,audio_features,spotify:track:62vpWI1CHwFy7tMIcSStl8,0.458,No Role Modelz,J. Cole,36,89,3732999
0,0.0476,https://api.spotify.com/v1/audio-analysis/1dgWTMoHwTUnQhOQ8SR5fV,0.733,182960,0.589,1dgWTMoHwTUnQhOQ8SR5fV,5.85e-06,7,0.0366,-7.37,1,0.1,170.097,4,https://api.spotify.com/v1/tracks/1dgWTMoHwTUnQhOQ8SR5fV,audio_features,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,0.867,American Kids,Kenny Chesney,23,77,1256845
0,0.00338,https://api.spotify.com/v1/audio-analysis/4fwbGKNExPtPHbor1TBSY4,0.55,228879,0.729,4fwbGKNExPtPHbor1TBSY4,0.0,7,0.208,-4.8,1,0.0385,129.063,4,https://api.spotify.com/v1/tracks/4fwbGKNExPtPHbor1TBSY4,audio_features,spotify:track:4fwbGKNExPtPHbor1TBSY4,0.36,Unconditionally,Katy Perry,14,90,7495876
0,0.872,https://api.spotify.com/v1/audio-analysis/5gSYmTVASekarEoK4puiRD,0.49,278293,0.121,5gSYmTVASekarEoK4puiRD,0.0808,5,0.122,-18.532,1,0.029,103.683,4,https://api.spotify.com/v1/tracks/5gSYmTVASekarEoK4puiRD,audio_features,spotify:track:5gSYmTVASekarEoK4puiRD,0.256,Turn The Night Up,Enrique Iglesias,61,71,355675
0,0.122,https://api.spotify.com/v1/audio-analysis/4IU4LkwVDUxRIokzHqiyhQ,0.723,213766,0.891,4IU4LkwVDUxRIokzHqiyhQ,0.0,5,0.379,-4.31,0,0.131,163.995,4,https://api.spotify.com/v1/tracks/4IU4LkwVDUxRIokzHqiyhQ,audio_features,spotify:track:4IU4LkwVDUxRIokzHqiyhQ,0.884,Till I'm Gone,Tinie Tempah Featuring Wiz Khalifa,90,75,440990
0,0.00773,https://api.spotify.com/v1/audio-analysis/77arwHFzLS7EPSmUIsN6h2,0.563,208573,0.913,77arwHFzLS7EPSmUIsN6h2,0.0,9,0.127,-4.384,0,0.225,128.083,4,https://api.spotify.com/v1/tracks/77arwHFzLS7EPSmUIsN6h2,audio_features,spotify:track:77arwHFzLS7EPSmUIsN6h2,0.311,Survivor / I Will Survive,Glee Cast,51,81,763363
0,0.113,https://api.spotify.com/v1/audio-analysis/0OWZFobGSIW9GrSlQ9C5pc,0.588,205453,0.408,0OWZFobGSIW9GrSlQ9C5pc,0.0,3,0.13,-8.662,1,0.0237,85.008,4,https://api.spotify.com/v1/tracks/0OWZFobGSIW9GrSlQ9C5pc,audio_features,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,0.484,Marry Me,Jason Derulo,34,84,937416
0,0.827,https://api.spotify.com/v1/audio-analysis/74WBGgUnpKrJXt6TETfR6Z,0.713,290467,0.309,74WBGgUnpKrJXt6TETfR6Z,0.0,2,0.138,-8.832,1,0.0313,124.872,4,https://api.spotify.com/v1/tracks/74WBGgUnpKrJXt6TETfR6Z,audio_features,spotify:track:74WBGgUnpKrJXt6TETfR6Z,0.562,Never Grow Up,Taylor Swift,84,96,7798161
0,0.612,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,0.59,219560,0.578,0y1QJc3SJVPKJ1OvFmFqe6,0.000162,10,0.0837,-5.798,0,0.0528,81.663,4,https://api.spotify.com/v1/tracks/0y1QJc3SJVPKJ1OvFmFqe6,audio_features,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,0.264,Way Down We Go,Kaleo,54,76,417393
0,0.109,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,0.732,288133,0.659,3iL2l5gUqyPS6vDwJFgJTR,0.0,8,0.141,-6.089,1,0.225,148.001,4,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,audio_features,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,0.575,We Are Young,fun. Featuring Janelle Monae,12,71,586930
0,0.0197,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,0.399,216120,0.787,2s1sdSqGcKxpPr5lCl7jAV,6.07e-05,1,0.0685,-2.88,1,0.0499,117.089,5,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,audio_features,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,0.572,Chandelier,Sia,8,94,4929150
0,0.0186,https://api.spotify.com/v1/audio-analysis/0AkQbXGN4KG34TS7xLrM68,0.63,182960,0.934,0AkQbXGN4KG34TS7xLrM68,0.0,4,0.324,-2.559,1,0.0589,89.992,4,https://api.spotify.com/v1/tracks/0AkQbXGN4KG34TS7xLrM68,audio_features,spotify:track:0AkQbXGN4KG34TS7xLrM68,0.905,Kiss You,One Direction,46,87,7952977
0,0.9,https://api.spotify.com/v1/audio-analysis/3oBxf3KvflYpaFSR4S3wKv,0.41,173267,0.637,3oBxf3KvflYpaFSR4S3wKv,0.0,6,0.118,-7.932,1,0.0515,86.967,4,https://api.spotify.com/v1/tracks/3oBxf3KvflYpaFSR4S3wKv,audio_features,spotify:track:3oBxf3KvflYpaFSR4S3wKv,0.54,I Met A Girl,William Michael Morgan,60,81,848272
0,0.0538,https://api.spotify.com/v1/audio-analysis/1TKlBK9cSrM5u4CiL4SETS,0.584,262280,0.672,1TKlBK9cSrM5u4CiL4SETS,0.0481,1,0.0885,-8.309,1,0.0294,144.0,4,https://api.spotify.com/v1/tracks/1TKlBK9cSrM5u4CiL4SETS,audio_features,spotify:track:1TKlBK9cSrM5u4CiL4SETS,0.556,Talladega,Eric Church,43,78,1087204
0,0.0611,https://api.spotify.com/v1/audio-analysis/5kxddRG1RZaZROadk7iC4D,0.675,238800,0.394,5kxddRG1RZaZROadk7iC4D,0.0,8,0.214,-8.539,1,0.133,104.987,4,https://api.spotify.com/v1/tracks/5kxddRG1RZaZROadk7iC4D,audio_features,spotify:track:5kxddRG1RZaZROadk7iC4D,0.405,Bartender,Lady Antebellum,31,83,1083793
0,0.792,https://api.spotify.com/v1/audio-analysis/0BIubA1OOVNkFtkZXBe3gP,0.671,184550,0.36,0BIubA1OOVNkFtkZXBe3gP,3.13e-06,2,0.0967,-11.696,1,0.0367,98.034,4,https://api.spotify.com/v1/tracks/0BIubA1OOVNkFtkZXBe3gP,audio_features,spotify:track:0BIubA1OOVNkFtkZXBe3gP,0.335,Wild Child,Kenny Chesney With Grace Potter,56,60,8242
0,0.046,https://api.spotify.com/v1/audio-analysis/6D60klaHqbCl9ySc8VcRss,0.562,221947,0.939,6D60klaHqbCl9ySc8VcRss,0.0,0,0.112,-4.282,1,0.0475,116.044,4,https://api.spotify.com/v1/tracks/6D60klaHqbCl9ySc8VcRss,audio_features,spotify:track:6D60klaHqbCl9ySc8VcRss,0.684,What Doesn't Kill You (Stronger),Glee Cast,66,83,2089410
0,0.012,https://api.spotify.com/v1/audio-analysis/6FOpPA0a80RuBqqgDozvja,0.407,243573,0.896,6FOpPA0a80RuBqqgDozvja,0.0,6,0.196,-2.935,1,0.063,138.697,3,https://api.spotify.com/v1/tracks/6FOpPA0a80RuBqqgDozvja,audio_features,spotify:track:6FOpPA0a80RuBqqgDozvja,0.156,Far Away,Tyga Featuring Chris Richardson,86,71,666422
0,0.615,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,0.661,201000,0.373,3VlbOrM6nYPprVvzBZllE5,0.0,5,0.177,-8.249,1,0.0505,91.5,4,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,audio_features,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.523,Too Good,Drake Featuring Rihanna,14,97,4155291
